group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age,source_file
Oligodendrocyte Precursor Cells,0.01061275,0.012075543,0.809,0.191,0.191,0.1325,False,Rnaset2a,60,Rnaset2a_casecontrol.csv
Neurons,0.007761889,0.011768212,0.746,0.254,0.254,0.1568,False,Rnaset2a,60,Rnaset2a_casecontrol.csv
Medium Spiny Neurons,-0.006798474,0.009870565,0.256,0.744,0.256,0.1733333333333333,False,Rnaset2a,60,Rnaset2a_casecontrol.csv
Oligodendrocytes,-0.0056983936,0.009871332,0.294,0.706,0.294,0.1905714285714285,False,Rnaset2a,60,Rnaset2a_casecontrol.csv
Excitatory Neurons,0.0044555343,0.013283786,0.628,0.372,0.372,0.21325,False,Rnaset2a,60,Rnaset2a_casecontrol.csv
Endothelial Cells,-0.0072756633,0.029691178,0.406,0.594,0.406,0.2346666666666667,False,Rnaset2a,60,Rnaset2a_casecontrol.csv
GABAergic Neurons,-0.0051849815,0.020680342,0.413,0.587,0.413,0.2525,False,Rnaset2a,60,Rnaset2a_casecontrol.csv
Astrocytes,0.0020768684,0.0172953,0.564,0.436,0.436,0.2691818181818182,False,Rnaset2a,60,Rnaset2a_casecontrol.csv
Microglia,-0.0019684066,0.019627139,0.451,0.549,0.451,0.2843333333333333,False,Rnaset2a,60,Rnaset2a_casecontrol.csv
Oligodendrocytes,-0.023446206,0.010281881,0.012,0.988,0.012,0.012,True,Erbin,60,Erbin_casecontrol.csv
Medium Spiny Neurons,-0.013868812,0.009985949,0.074,0.926,0.074,0.043,True,Erbin,60,Erbin_casecontrol.csv
Endocrine Cells,-0.07100235,0.057471372,0.103,0.897,0.103,0.063,False,Erbin,60,Erbin_casecontrol.csv
Neurons,0.01006383,0.011757995,0.804,0.196,0.196,0.09625,False,Erbin,60,Erbin_casecontrol.csv
Oligodendrocyte Precursor Cells,0.009025508,0.012077673,0.767,0.233,0.233,0.1236,False,Erbin,60,Erbin_casecontrol.csv
Neural Stem Cells,0.010300207,0.019850438,0.695,0.305,0.305,0.1538333333333333,False,Erbin,60,Erbin_casecontrol.csv
Endothelial Cells,-0.012328939,0.030081453,0.345,0.655,0.345,0.1811428571428571,False,Erbin,60,Erbin_casecontrol.csv
Myocytes,-0.006693397,0.02275347,0.379,0.621,0.379,0.205875,False,Erbin,60,Erbin_casecontrol.csv
Excitatory Neurons,0.002043961,0.013302247,0.567,0.433,0.433,0.2311111111111111,False,Erbin,60,Erbin_casecontrol.csv
GABAergic Neurons,-0.0022431612,0.020706305,0.479,0.521,0.479,0.2559,False,Erbin,60,Erbin_casecontrol.csv
Astrocytes,6.926743e-05,0.01720624,0.52,0.48,0.48,0.2762727272727273,False,Erbin,60,Erbin_casecontrol.csv
Microglia,0.0010029239,0.018113984,0.5,0.5,0.5,0.2949166666666666,False,Erbin,60,Erbin_casecontrol.csv
Medium Spiny Neurons,-0.09807518,0.010215409,0.0,1.0,0.0,0.0,True,Mbp,60,Mbp_casecontrol.csv
Myocytes,0.11690392,0.023872225,1.0,0.0,0.0,0.0,True,Mbp,60,Mbp_casecontrol.csv
Neural Stem Cells,0.17873172,0.015506413,1.0,0.0,0.0,0.0,True,Mbp,60,Mbp_casecontrol.csv
Oligodendrocytes,-0.1061746,0.017027866,0.0,1.0,0.0,0.0,True,Mbp,60,Mbp_casecontrol.csv
Endocrine Cells,-0.13240497,0.057553925,0.004,0.996,0.004,0.0008,True,Mbp,60,Mbp_casecontrol.csv
Neurons,0.027804643,0.011034773,0.991,0.009,0.009,0.0021666666666666,True,Mbp,60,Mbp_casecontrol.csv
Endothelial Cells,-0.06648883,0.028359853,0.011,0.989,0.011,0.0034285714285714,True,Mbp,60,Mbp_casecontrol.csv
Excitatory Neurons,-0.027177809,0.014647165,0.032,0.968,0.032,0.007,True,Mbp,60,Mbp_casecontrol.csv
Astrocytes,0.027313042,0.019618891,0.914,0.086,0.086,0.0157777777777777,True,Mbp,60,Mbp_casecontrol.csv
Oligodendrocyte Precursor Cells,-0.012957841,0.012673535,0.143,0.857,0.143,0.0284999999999999,True,Mbp,60,Mbp_casecontrol.csv
GABAergic Neurons,0.0042340173,0.02257445,0.587,0.413,0.413,0.0634545454545454,False,Mbp,60,Mbp_casecontrol.csv
Microglia,0.0045576305,0.021983583,0.573,0.427,0.427,0.09375,False,Mbp,60,Mbp_casecontrol.csv
Oligodendrocytes,-0.045715325,0.010235217,0.0,1.0,0.0,0.0,True,Cntn2,60,Cntn2_casecontrol.csv
Medium Spiny Neurons,-0.013419044,0.009770083,0.076,0.924,0.076,0.038,True,Cntn2,60,Cntn2_casecontrol.csv
Oligodendrocyte Precursor Cells,0.008620952,0.0120577505,0.76,0.24,0.24,0.1053333333333333,False,Cntn2,60,Cntn2_casecontrol.csv
Neurons,0.0065820767,0.0118098,0.714,0.286,0.286,0.1505,False,Cntn2,60,Cntn2_casecontrol.csv
Myocytes,0.007614729,0.02270005,0.632,0.368,0.368,0.194,False,Cntn2,60,Cntn2_casecontrol.csv
Neural Stem Cells,0.0060495865,0.02036515,0.627,0.373,0.373,0.2238333333333333,False,Cntn2,60,Cntn2_casecontrol.csv
Endothelial Cells,-0.01012813,0.030461546,0.38,0.62,0.38,0.2461428571428571,False,Cntn2,60,Cntn2_casecontrol.csv
Microglia,-0.004974989,0.017747026,0.382,0.618,0.382,0.263125,False,Cntn2,60,Cntn2_casecontrol.csv
Excitatory Neurons,0.002104362,0.013303292,0.567,0.433,0.433,0.282,False,Cntn2,60,Cntn2_casecontrol.csv
Astrocytes,0.00037366446,0.01701766,0.527,0.473,0.473,0.3011,False,Cntn2,60,Cntn2_casecontrol.csv
Endocrine Cells,-0.0038141194,0.057455625,0.481,0.519,0.481,0.3174545454545454,False,Cntn2,60,Cntn2_casecontrol.csv
GABAergic Neurons,-0.00044664188,0.020554297,0.508,0.492,0.492,0.3319999999999999,False,Cntn2,60,Cntn2_casecontrol.csv
Oligodendrocytes,-0.011206854,0.009674628,0.117,0.883,0.117,0.117,False,Trp53cor1,60,Trp53cor1_casecontrol.csv
Medium Spiny Neurons,-0.010892843,0.009704233,0.126,0.874,0.126,0.1215,False,Trp53cor1,60,Trp53cor1_casecontrol.csv
Oligodendrocyte Precursor Cells,0.00952193,0.01205035,0.777,0.223,0.223,0.1553333333333333,False,Trp53cor1,60,Trp53cor1_casecontrol.csv
Neurons,0.008242303,0.011928081,0.757,0.243,0.243,0.17725,False,Trp53cor1,60,Trp53cor1_casecontrol.csv
Myocytes,0.008613911,0.022686888,0.644,0.356,0.356,0.213,False,Trp53cor1,60,Trp53cor1_casecontrol.csv
Microglia,-0.004958612,0.017709391,0.382,0.618,0.382,0.2411666666666666,False,Trp53cor1,60,Trp53cor1_casecontrol.csv
Endothelial Cells,-0.008513627,0.030490085,0.395,0.605,0.395,0.2631428571428572,False,Trp53cor1,60,Trp53cor1_casecontrol.csv
Endocrine Cells,0.0119470125,0.05744771,0.592,0.408,0.408,0.28125,False,Trp53cor1,60,Trp53cor1_casecontrol.csv
Excitatory Neurons,0.0031060982,0.013197482,0.589,0.411,0.411,0.2956666666666667,False,Trp53cor1,60,Trp53cor1_casecontrol.csv
Astrocytes,0.0008392475,0.016991673,0.543,0.457,0.457,0.3117999999999999,False,Trp53cor1,60,Trp53cor1_casecontrol.csv
Neural Stem Cells,0.0021524923,0.020508902,0.539,0.461,0.461,0.3253636363636363,False,Trp53cor1,60,Trp53cor1_casecontrol.csv
GABAergic Neurons,-0.0015854219,0.020388495,0.492,0.508,0.492,0.33925,False,Trp53cor1,60,Trp53cor1_casecontrol.csv
Myocytes,0.18448205,0.023160415,1.0,0.0,0.0,0.0,True,Jun,60,Jun_casecontrol.csv
Neural Stem Cells,0.046833917,0.019076334,0.998,0.002,0.002,0.001,True,Jun,60,Jun_casecontrol.csv
Endothelial Cells,-0.05586123,0.029402455,0.032,0.968,0.032,0.0113333333333333,True,Jun,60,Jun_casecontrol.csv
Oligodendrocytes,0.010853718,0.01031419,0.857,0.143,0.143,0.04425,True,Jun,60,Jun_casecontrol.csv
Endocrine Cells,-0.036800385,0.05746628,0.261,0.739,0.261,0.0876,False,Jun,60,Jun_casecontrol.csv
Oligodendrocyte Precursor Cells,0.0070982906,0.012161729,0.717,0.283,0.283,0.1201666666666666,False,Jun,60,Jun_casecontrol.csv
Neurons,0.0056745727,0.011552888,0.695,0.305,0.305,0.1465714285714285,False,Jun,60,Jun_casecontrol.csv
Medium Spiny Neurons,-0.0047750366,0.009962666,0.331,0.669,0.331,0.169625,False,Jun,60,Jun_casecontrol.csv
Microglia,0.0052888123,0.018405238,0.616,0.384,0.384,0.1934444444444444,False,Jun,60,Jun_casecontrol.csv
Excitatory Neurons,0.0029352696,0.013814793,0.583,0.417,0.417,0.2158,False,Jun,60,Jun_casecontrol.csv
Astrocytes,-0.0020513441,0.017319005,0.47,0.53,0.47,0.2389090909090909,False,Jun,60,Jun_casecontrol.csv
GABAergic Neurons,0.0003735984,0.020886898,0.525,0.475,0.475,0.2585833333333333,False,Jun,60,Jun_casecontrol.csv
Endocrine Cells,-0.19086653,0.058103226,0.001,0.999,0.001,0.001,True,Ywhaz,60,Ywhaz_casecontrol.csv
Myocytes,-0.060433753,0.023052068,0.002,0.998,0.002,0.0015,True,Ywhaz,60,Ywhaz_casecontrol.csv
Neurons,-0.024124494,0.011249485,0.014,0.986,0.014,0.0056666666666666,True,Ywhaz,60,Ywhaz_casecontrol.csv
Neural Stem Cells,-0.022964265,0.017301897,0.098,0.902,0.098,0.02875,True,Ywhaz,60,Ywhaz_casecontrol.csv
Oligodendrocyte Precursor Cells,0.011347182,0.012555848,0.814,0.186,0.186,0.0602,False,Ywhaz,60,Ywhaz_casecontrol.csv
Astrocytes,0.015644047,0.018405994,0.811,0.189,0.189,0.0816666666666666,False,Ywhaz,60,Ywhaz_casecontrol.csv
Medium Spiny Neurons,-0.009795737,0.0129542295,0.234,0.766,0.234,0.1034285714285714,False,Ywhaz,60,Ywhaz_casecontrol.csv
Microglia,-0.011639999,0.020518078,0.288,0.712,0.288,0.1265,False,Ywhaz,60,Ywhaz_casecontrol.csv
Excitatory Neurons,0.007024737,0.018598776,0.647,0.353,0.353,0.1516666666666666,False,Ywhaz,60,Ywhaz_casecontrol.csv
GABAergic Neurons,-0.010130792,0.025941847,0.358,0.642,0.358,0.1722999999999999,False,Ywhaz,60,Ywhaz_casecontrol.csv
Endothelial Cells,-0.009020735,0.027961498,0.383,0.617,0.383,0.1914545454545454,False,Ywhaz,60,Ywhaz_casecontrol.csv
Oligodendrocytes,-0.0023469017,0.011022983,0.437,0.563,0.437,0.2119166666666666,False,Ywhaz,60,Ywhaz_casecontrol.csv
Oligodendrocytes,-0.029942995,0.009909908,0.001,0.999,0.001,0.001,True,Kdr,60,Kdr_casecontrol.csv
Medium Spiny Neurons,-0.0120028285,0.009710886,0.101,0.899,0.101,0.051,False,Kdr,60,Kdr_casecontrol.csv
Oligodendrocyte Precursor Cells,0.008799586,0.012055622,0.762,0.238,0.238,0.1133333333333333,False,Kdr,60,Kdr_casecontrol.csv
Myocytes,0.015053113,0.022691354,0.729,0.271,0.271,0.15275,False,Kdr,60,Kdr_casecontrol.csv
Neurons,0.0059763743,0.01191642,0.695,0.305,0.305,0.1831999999999999,False,Kdr,60,Kdr_casecontrol.csv
Endothelial Cells,-0.014314204,0.03015682,0.315,0.685,0.315,0.2051666666666666,False,Kdr,60,Kdr_casecontrol.csv
Microglia,-0.0055504367,0.017722026,0.373,0.627,0.373,0.2291428571428571,False,Kdr,60,Kdr_casecontrol.csv
Endocrine Cells,0.012950269,0.057454403,0.598,0.402,0.402,0.25075,False,Kdr,60,Kdr_casecontrol.csv
Excitatory Neurons,0.0023028567,0.013203898,0.568,0.432,0.432,0.2708888888888888,False,Kdr,60,Kdr_casecontrol.csv
Neural Stem Cells,0.0017135835,0.020477945,0.532,0.468,0.468,0.2905999999999999,False,Kdr,60,Kdr_casecontrol.csv
GABAergic Neurons,-0.0026535878,0.020404294,0.47,0.53,0.47,0.3069090909090908,False,Kdr,60,Kdr_casecontrol.csv
Astrocytes,-6.5909815e-05,0.017008042,0.517,0.483,0.483,0.3215833333333333,False,Kdr,60,Kdr_casecontrol.csv
Endocrine Cells,-0.6934784,0.05765798,0.0,1.0,0.0,0.0,True,Prl,60,Prl_casecontrol.csv
Myocytes,-0.27871346,0.022818057,0.0,1.0,0.0,0.0,True,Prl,60,Prl_casecontrol.csv
Oligodendrocytes,-0.011830174,0.009671608,0.098,0.902,0.098,0.0326666666666666,True,Prl,60,Prl_casecontrol.csv
Medium Spiny Neurons,-0.010901525,0.009703661,0.126,0.874,0.126,0.056,False,Prl,60,Prl_casecontrol.csv
Oligodendrocyte Precursor Cells,0.00884997,0.012051138,0.763,0.237,0.237,0.0921999999999999,False,Prl,60,Prl_casecontrol.csv
Neurons,0.007823508,0.011929161,0.742,0.258,0.258,0.1198333333333333,False,Prl,60,Prl_casecontrol.csv
Endothelial Cells,-0.00985005,0.030493379,0.383,0.617,0.383,0.1574285714285714,False,Prl,60,Prl_casecontrol.csv
Microglia,-0.0042898967,0.01770063,0.398,0.602,0.398,0.1875,False,Prl,60,Prl_casecontrol.csv
Excitatory Neurons,0.00309023,0.013196543,0.587,0.413,0.413,0.2125555555555555,False,Prl,60,Prl_casecontrol.csv
Neural Stem Cells,0.0015992459,0.020512482,0.529,0.471,0.471,0.2384,False,Prl,60,Prl_casecontrol.csv
Astrocytes,0.00022968154,0.016984796,0.525,0.475,0.475,0.2599090909090909,False,Prl,60,Prl_casecontrol.csv
GABAergic Neurons,-0.0016838055,0.020388138,0.491,0.509,0.491,0.2791666666666667,False,Prl,60,Prl_casecontrol.csv
Oligodendrocytes,-0.042289257,0.010147442,0.0,1.0,0.0,0.0,True,Prr5l,60,Prr5l_casecontrol.csv
Medium Spiny Neurons,-0.011141625,0.009727753,0.124,0.876,0.124,0.062,False,Prr5l,60,Prr5l_casecontrol.csv
Oligodendrocyte Precursor Cells,0.009439961,0.012051811,0.776,0.224,0.224,0.1159999999999999,False,Prr5l,60,Prr5l_casecontrol.csv
Neurons,0.008399897,0.0119094495,0.759,0.241,0.241,0.14725,False,Prr5l,60,Prr5l_casecontrol.csv
Endothelial Cells,-0.016230084,0.030271932,0.294,0.706,0.294,0.1766,False,Prr5l,60,Prr5l_casecontrol.csv
Myocytes,0.007832173,0.022685474,0.632,0.368,0.368,0.2085,False,Prr5l,60,Prr5l_casecontrol.csv
Excitatory Neurons,0.0029494404,0.013204369,0.586,0.414,0.414,0.2378571428571428,False,Prr5l,60,Prr5l_casecontrol.csv
Neural Stem Cells,0.0031518699,0.020444946,0.566,0.434,0.434,0.2623749999999999,False,Prr5l,60,Prr5l_casecontrol.csv
Microglia,-0.0017133474,0.017792383,0.453,0.547,0.453,0.2835555555555555,False,Prr5l,60,Prr5l_casecontrol.csv
Endocrine Cells,0.006810499,0.05744894,0.546,0.454,0.454,0.3006,False,Prr5l,60,Prr5l_casecontrol.csv
Astrocytes,0.00045605964,0.017033583,0.531,0.469,0.469,0.3159090909090908,False,Prr5l,60,Prr5l_casecontrol.csv
GABAergic Neurons,-0.0016496762,0.020406215,0.492,0.508,0.492,0.3305833333333333,False,Prr5l,60,Prr5l_casecontrol.csv
Oligodendrocytes,-0.052704293,0.010411669,0.0,1.0,0.0,0.0,True,Mag,60,Mag_casecontrol.csv
Myocytes,-0.045556027,0.022815479,0.021,0.979,0.021,0.0105,True,Mag,60,Mag_casecontrol.csv
Medium Spiny Neurons,-0.011651211,0.009725455,0.108,0.892,0.108,0.043,True,Mag,60,Mag_casecontrol.csv
Oligodendrocyte Precursor Cells,0.00849174,0.012051476,0.757,0.243,0.243,0.093,False,Mag,60,Mag_casecontrol.csv
Neurons,0.007356023,0.011908608,0.73,0.27,0.27,0.1284,False,Mag,60,Mag_casecontrol.csv
Endothelial Cells,-0.01052438,0.030466814,0.367,0.633,0.367,0.1681666666666666,False,Mag,60,Mag_casecontrol.csv
Microglia,-0.0048925825,0.01775638,0.383,0.617,0.383,0.1988571428571428,False,Mag,60,Mag_casecontrol.csv
Endocrine Cells,0.011247331,0.057451107,0.585,0.415,0.415,0.225875,False,Mag,60,Mag_casecontrol.csv
Excitatory Neurons,0.0025580653,0.013205656,0.575,0.425,0.425,0.2479999999999999,False,Mag,60,Mag_casecontrol.csv
Neural Stem Cells,0.0035881991,0.020437807,0.575,0.425,0.425,0.2656999999999999,False,Mag,60,Mag_casecontrol.csv
Astrocytes,0.00025420214,0.017014353,0.525,0.475,0.475,0.2847272727272727,False,Mag,60,Mag_casecontrol.csv
GABAergic Neurons,-0.0018945119,0.020414956,0.485,0.515,0.485,0.3014166666666666,False,Mag,60,Mag_casecontrol.csv
Microglia,-0.07319363,0.020301357,0.0,1.0,0.0,0.0,True,Siglech,60,Siglech_casecontrol.csv
Oligodendrocytes,-0.012664994,0.00969861,0.081,0.919,0.081,0.0405,True,Siglech,60,Siglech_casecontrol.csv
Medium Spiny Neurons,-0.01015944,0.009738537,0.144,0.856,0.144,0.075,False,Siglech,60,Siglech_casecontrol.csv
Myocytes,0.021349741,0.02270191,0.819,0.181,0.181,0.1014999999999999,False,Siglech,60,Siglech_casecontrol.csv
Neurons,0.00817798,0.011903561,0.757,0.243,0.243,0.1298,False,Siglech,60,Siglech_casecontrol.csv
Oligodendrocyte Precursor Cells,0.008478776,0.012058754,0.756,0.244,0.244,0.1488333333333333,False,Siglech,60,Siglech_casecontrol.csv
Endothelial Cells,-0.010472047,0.03042728,0.368,0.632,0.368,0.1801428571428571,False,Siglech,60,Siglech_casecontrol.csv
Excitatory Neurons,0.0027412863,0.013219082,0.581,0.419,0.419,0.21,False,Siglech,60,Siglech_casecontrol.csv
Astrocytes,0.0010374668,0.017022585,0.546,0.454,0.454,0.2371111111111111,False,Siglech,60,Siglech_casecontrol.csv
Neural Stem Cells,0.0008776276,0.020474844,0.518,0.482,0.482,0.2616,False,Siglech,60,Siglech_casecontrol.csv
Endocrine Cells,-0.0004839279,0.057453256,0.509,0.491,0.491,0.2824545454545455,False,Siglech,60,Siglech_casecontrol.csv
GABAergic Neurons,-0.0014513884,0.02041986,0.495,0.505,0.495,0.3001666666666667,False,Siglech,60,Siglech_casecontrol.csv
Oligodendrocytes,-0.051492833,0.010217738,0.0,1.0,0.0,0.0,True,Ccp110,60,Ccp110_casecontrol.csv
Myocytes,-0.046752598,0.0227772,0.015,0.985,0.015,0.0075,True,Ccp110,60,Ccp110_casecontrol.csv
Medium Spiny Neurons,-0.013297813,0.009801626,0.079,0.921,0.079,0.0313333333333333,True,Ccp110,60,Ccp110_casecontrol.csv
Neural Stem Cells,0.015908796,0.0200647,0.776,0.224,0.224,0.0795,False,Ccp110,60,Ccp110_casecontrol.csv
Oligodendrocyte Precursor Cells,0.0077331495,0.012067481,0.74,0.26,0.26,0.1156,False,Ccp110,60,Ccp110_casecontrol.csv
Neurons,0.0062579955,0.011802833,0.701,0.299,0.299,0.1461666666666666,False,Ccp110,60,Ccp110_casecontrol.csv
Endothelial Cells,-0.010707214,0.030361895,0.362,0.638,0.362,0.177,False,Ccp110,60,Ccp110_casecontrol.csv
Endocrine Cells,-0.021728983,0.0574578,0.367,0.633,0.367,0.2007499999999999,False,Ccp110,60,Ccp110_casecontrol.csv
Microglia,-0.0054634945,0.017788285,0.373,0.627,0.373,0.2198888888888888,False,Ccp110,60,Ccp110_casecontrol.csv
Excitatory Neurons,0.0027897242,0.013329331,0.581,0.419,0.419,0.2397999999999999,False,Ccp110,60,Ccp110_casecontrol.csv
GABAergic Neurons,-0.0017724462,0.020597873,0.49,0.51,0.49,0.2625454545454545,False,Ccp110,60,Ccp110_casecontrol.csv
Astrocytes,-0.0007078135,0.017080408,0.502,0.498,0.498,0.2821666666666667,False,Ccp110,60,Ccp110_casecontrol.csv
Oligodendrocytes,-0.011348721,0.009671843,0.112,0.888,0.112,0.112,False,Serpine1,60,Serpine1_casecontrol.csv
Medium Spiny Neurons,-0.010868174,0.009708477,0.127,0.873,0.127,0.1195,False,Serpine1,60,Serpine1_casecontrol.csv
Oligodendrocyte Precursor Cells,0.009335472,0.012050019,0.773,0.227,0.227,0.1553333333333333,False,Serpine1,60,Serpine1_casecontrol.csv
Neurons,0.008370922,0.01192531,0.758,0.242,0.242,0.177,False,Serpine1,60,Serpine1_casecontrol.csv
Myocytes,0.008524768,0.022686888,0.644,0.356,0.356,0.2128,False,Serpine1,60,Serpine1_casecontrol.csv
Endothelial Cells,-0.008188696,0.03048518,0.399,0.601,0.399,0.2438333333333333,False,Serpine1,60,Serpine1_casecontrol.csv
Microglia,-0.0039500934,0.017717924,0.408,0.592,0.408,0.2672857142857143,False,Serpine1,60,Serpine1_casecontrol.csv
Excitatory Neurons,0.0031553863,0.01319619,0.59,0.41,0.41,0.285125,False,Serpine1,60,Serpine1_casecontrol.csv
Endocrine Cells,0.010595562,0.057447813,0.577,0.423,0.423,0.3004444444444444,False,Serpine1,60,Serpine1_casecontrol.csv
Neural Stem Cells,0.0030999184,0.02050533,0.566,0.434,0.434,0.3138,False,Serpine1,60,Serpine1_casecontrol.csv
Astrocytes,0.000942057,0.0169872,0.543,0.457,0.457,0.3268181818181818,False,Serpine1,60,Serpine1_casecontrol.csv
GABAergic Neurons,-0.0016565681,0.020390887,0.492,0.508,0.492,0.3405833333333333,False,Serpine1,60,Serpine1_casecontrol.csv
Astrocytes,-0.047238726,0.019487198,0.008,0.992,0.008,0.008,True,Gpr37l1,60,Gpr37l1_casecontrol.csv
Neurons,0.02290442,0.011558422,0.976,0.024,0.024,0.016,True,Gpr37l1,60,Gpr37l1_casecontrol.csv
Oligodendrocytes,-0.011557895,0.010024337,0.119,0.881,0.119,0.0503333333333333,False,Gpr37l1,60,Gpr37l1_casecontrol.csv
Myocytes,-0.025704581,0.022724818,0.133,0.867,0.133,0.071,False,Gpr37l1,60,Gpr37l1_casecontrol.csv
Excitatory Neurons,0.0064991256,0.013465613,0.681,0.319,0.319,0.1206,False,Gpr37l1,60,Gpr37l1_casecontrol.csv
Endothelial Cells,-0.013524463,0.029816406,0.323,0.677,0.323,0.1543333333333333,False,Gpr37l1,60,Gpr37l1_casecontrol.csv
Medium Spiny Neurons,-0.0049108113,0.01009925,0.328,0.672,0.328,0.1791428571428571,False,Gpr37l1,60,Gpr37l1_casecontrol.csv
Microglia,-0.0016394294,0.018290296,0.453,0.547,0.453,0.213375,False,Gpr37l1,60,Gpr37l1_casecontrol.csv
Oligodendrocyte Precursor Cells,0.0014897848,0.012552161,0.544,0.456,0.456,0.2403333333333333,False,Gpr37l1,60,Gpr37l1_casecontrol.csv
Neural Stem Cells,-0.00095906295,0.01978835,0.472,0.528,0.472,0.2635,False,Gpr37l1,60,Gpr37l1_casecontrol.csv
GABAergic Neurons,0.0003282135,0.020751664,0.525,0.475,0.475,0.2827272727272727,False,Gpr37l1,60,Gpr37l1_casecontrol.csv
Endocrine Cells,-0.0038382483,0.057473853,0.481,0.519,0.481,0.29925,False,Gpr37l1,60,Gpr37l1_casecontrol.csv
Medium Spiny Neurons,-0.069647595,0.012379398,0.0,1.0,0.0,0.0,True,Gpr88,60,Gpr88_casecontrol.csv
Oligodendrocytes,-0.011284445,0.009769051,0.119,0.881,0.119,0.0595,False,Gpr88,60,Gpr88_casecontrol.csv
Oligodendrocyte Precursor Cells,0.01391988,0.012054047,0.877,0.123,0.123,0.0806666666666666,False,Gpr88,60,Gpr88_casecontrol.csv
Myocytes,0.021281194,0.022739025,0.816,0.184,0.184,0.1065,False,Gpr88,60,Gpr88_casecontrol.csv
Neurons,0.007977328,0.011875431,0.752,0.248,0.248,0.1347999999999999,False,Gpr88,60,Gpr88_casecontrol.csv
Neural Stem Cells,0.008326814,0.020348711,0.657,0.343,0.343,0.1694999999999999,False,Gpr88,60,Gpr88_casecontrol.csv
Excitatory Neurons,0.0040967516,0.013381774,0.616,0.384,0.384,0.2001428571428571,False,Gpr88,60,Gpr88_casecontrol.csv
Endothelial Cells,-0.007906051,0.030388217,0.401,0.599,0.401,0.2252499999999999,False,Gpr88,60,Gpr88_casecontrol.csv
GABAergic Neurons,0.00364757,0.020983228,0.581,0.419,0.419,0.2467777777777777,False,Gpr88,60,Gpr88_casecontrol.csv
Endocrine Cells,0.005730358,0.057457548,0.541,0.459,0.459,0.2679999999999999,False,Gpr88,60,Gpr88_casecontrol.csv
Microglia,-0.0005544753,0.01786333,0.473,0.527,0.473,0.2866363636363636,False,Gpr88,60,Gpr88_casecontrol.csv
Astrocytes,0.00030798663,0.017030269,0.525,0.475,0.475,0.3023333333333333,False,Gpr88,60,Gpr88_casecontrol.csv
Neural Stem Cells,-0.028526027,0.020312738,0.094,0.906,0.094,0.094,False,Cldn10,60,Cldn10_casecontrol.csv
Neurons,0.014576865,0.011815816,0.892,0.108,0.108,0.101,False,Cldn10,60,Cldn10_casecontrol.csv
Endocrine Cells,-0.064903885,0.057458002,0.121,0.879,0.121,0.1076666666666666,False,Cldn10,60,Cldn10_casecontrol.csv
Oligodendrocyte Precursor Cells,0.013710431,0.012053936,0.874,0.126,0.126,0.11225,False,Cldn10,60,Cldn10_casecontrol.csv
Oligodendrocytes,-0.008544381,0.009756074,0.184,0.816,0.184,0.1266,False,Cldn10,60,Cldn10_casecontrol.csv
Astrocytes,0.008597224,0.017608335,0.701,0.299,0.299,0.1553333333333333,False,Cldn10,60,Cldn10_casecontrol.csv
Excitatory Neurons,0.0057587004,0.013276313,0.661,0.339,0.339,0.1815714285714285,False,Cldn10,60,Cldn10_casecontrol.csv
Medium Spiny Neurons,-0.0034329302,0.009873659,0.378,0.622,0.378,0.206125,False,Cldn10,60,Cldn10_casecontrol.csv
Endothelial Cells,-0.0058495365,0.030269127,0.427,0.573,0.427,0.2306666666666667,False,Cldn10,60,Cldn10_casecontrol.csv
Myocytes,-0.0039242175,0.022700517,0.443,0.557,0.443,0.2519,False,Cldn10,60,Cldn10_casecontrol.csv
Microglia,-0.0013956148,0.017880268,0.461,0.539,0.461,0.2709090909090909,False,Cldn10,60,Cldn10_casecontrol.csv
GABAergic Neurons,0.00081404345,0.020508206,0.53,0.47,0.47,0.2875,False,Cldn10,60,Cldn10_casecontrol.csv
Oligodendrocytes,-0.059522714,0.010383191,0.0,1.0,0.0,0.0,True,Sgk1,60,Sgk1_casecontrol.csv
Myocytes,0.050577827,0.022790352,0.989,0.011,0.011,0.0055,True,Sgk1,60,Sgk1_casecontrol.csv
Microglia,-0.033624504,0.018343326,0.035,0.965,0.035,0.0153333333333333,True,Sgk1,60,Sgk1_casecontrol.csv
Neurons,0.013069384,0.011825189,0.864,0.136,0.136,0.0455,True,Sgk1,60,Sgk1_casecontrol.csv
Oligodendrocyte Precursor Cells,0.012519999,0.012060989,0.846,0.154,0.154,0.0672,False,Sgk1,60,Sgk1_casecontrol.csv
Medium Spiny Neurons,-0.00752275,0.0100781545,0.236,0.764,0.236,0.0953333333333333,False,Sgk1,60,Sgk1_casecontrol.csv
Endocrine Cells,-0.03644406,0.057434827,0.263,0.737,0.263,0.1192857142857142,False,Sgk1,60,Sgk1_casecontrol.csv
Endothelial Cells,-0.009688362,0.030035473,0.383,0.617,0.383,0.15225,False,Sgk1,60,Sgk1_casecontrol.csv
Astrocytes,0.003864338,0.017076407,0.614,0.386,0.386,0.1782222222222222,False,Sgk1,60,Sgk1_casecontrol.csv
Neural Stem Cells,0.0047658295,0.020353243,0.595,0.405,0.405,0.2009,False,Sgk1,60,Sgk1_casecontrol.csv
Excitatory Neurons,0.002509882,0.013385975,0.574,0.426,0.426,0.2213636363636364,False,Sgk1,60,Sgk1_casecontrol.csv
