,log2FC_mtDSB_vs_control,lfcSE_mtDSB_vs_control,delta_log2FC,se_delta,z,p_delta,q_delta
Arhgef12,-0.03249997414153054,0.0982360215181126,0.0,0.13892671394449005,0.0,1.0,1.0
Arhgef15,0.18821524192266917,0.29736955883365856,0.0,0.42054406313946396,0.0,1.0,1.0
Arhgef28,0.09898174266185517,0.1396273577277303,0.0,0.19746290297687596,0.0,1.0,1.0
Arhgef3,-0.2306127727729052,0.1744695763101349,0.0,0.24673724103928044,0.0,1.0,1.0
Arhgef6,0.31683680175988754,0.21688232737636307,0.0,0.30671792881469423,0.0,1.0,1.0
Arhgef7,0.1066675271444162,0.10490553104535874,0.0,0.14835882477229811,0.0,1.0,1.0
Arid1a,-0.021028726569233082,0.11381874121241124,0.0,0.1609640074748255,0.0,1.0,1.0
Arid1b,0.12296504811829102,0.14785854323267503,0.0,0.20910355715237763,0.0,1.0,1.0
Arid2,-0.021713253685739273,0.13054021564593415,0.0,0.1846117434015886,0.0,1.0,1.0
Arid3a,-0.1710401852552763,0.4942313819629535,0.0,0.6989487233224063,0.0,1.0,1.0
Arid3b,0.24037701443702306,0.49976110190721756,0.0,0.7067689282637095,0.0,1.0,1.0
Arid5b,0.1046521619934191,0.17138538677889725,0.0,0.24237553837527503,0.0,1.0,1.0
Arl13b,-0.029155190848191768,0.17781081317927988,0.0,0.2514624635347263,0.0,1.0,1.0
Armc12,0.9696559469615652,4.4278623964229755,0.0,6.261943053343206,0.0,1.0,1.0
Arnt,0.019726526720430338,0.13165234630457381,0.0,0.1861845336621677,0.0,1.0,1.0
Arnt2,-0.040500909508197735,0.10711751855170527,0.0,0.15148704750357322,0.0,1.0,1.0
Arntl,-0.11837883239363613,0.23420033651367994,0.0,0.33120929220998896,0.0,1.0,1.0
Arr3,2.6002379616868643,3.1056968815945063,0.0,4.3921186505707785,0.0,1.0,1.0
Arrb1,0.020715369544139103,0.1035041728293789,0.0,0.14637700497751646,0.0,1.0,1.0
Arrb2,-0.03745675998159237,0.17205470726349653,0.0,0.24332210048216946,0.0,1.0,1.0
Arrdc2,-0.09693469204231683,0.19934213961728803,0.0,0.28191235739923975,0.0,1.0,1.0
Arrdc3,0.080152753859346,0.1386089433278272,0.0,0.19602264752041693,0.0,1.0,1.0
Arx,0.09231841940645462,0.23650446430121402,0.0,0.33446782097656036,0.0,1.0,1.0
Asap1,0.06622183908137103,0.10409736705485283,0.0,0.14721590829630307,0.0,1.0,1.0
Asap2,0.05191554417585262,0.12326797480677347,0.0,0.17432724177800404,0.0,1.0,1.0
Asb9,0.007872637399782003,3.558854898878266,0.0,5.032980864511574,0.0,1.0,1.0
Ascc2,0.04913112979466595,0.2163354125428005,0.0,0.30594447443960704,0.0,1.0,1.0
Ascl1,-0.10873687901289218,0.143674116911429,0.0,0.20318588469812054,0.0,1.0,1.0
Ascl2,-0.007981771320622002,0.6943396152521597,0.0,0.9819445007825209,0.0,1.0,1.0
Asf1a,-0.047431706527353144,0.12201114021946292,0.0,0.17254980925896987,0.0,1.0,1.0
Ash1l,0.10129737986954139,0.10971946860420217,0.0,0.15516676055643172,0.0,1.0,1.0
Ash2l,0.00015548026453071197,0.09606691918980988,0.0,0.13585914001362928,0.0,1.0,1.0
Asic1,-0.049948714902367464,0.10003038455671572,0.0,0.14146432648950358,0.0,1.0,1.0
Asic3,-1.7912034581760776,3.694329641231315,0.0,5.224571082506256,0.0,1.0,1.0
Asna1,-0.02548715875570852,0.09400907175340364,0.0,0.13294890425976888,0.0,1.0,1.0
Aspa,-0.44803051996070115,0.21272508968589593,0.0,0.30083870689082703,0.0,1.0,1.0
Asxl3,0.4733411865665455,0.3132050982681794,0.0,0.4429388977752573,0.0,1.0,1.0
Atad3a,-0.07500788194410471,0.17732889256502163,0.0,0.2507809248660551,0.0,1.0,1.0
Atf1,-0.03567593796529837,0.1819316548423261,0.0,0.2572902137029983,0.0,1.0,1.0
Atf2,0.03850702380112794,0.13600310974853355,0.0,0.19233744233129266,0.0,1.0,1.0
Atf4,0.05268470426506012,0.09589689497599627,0.0,0.13561868946452224,0.0,1.0,1.0
Atf5,0.1443601331378618,0.16826842978970688,0.0,0.2379674955278284,0.0,1.0,1.0
Atf6,-0.08436192458457757,0.22542655576091272,0.0,0.31880129247613753,0.0,1.0,1.0
Atf6b,-0.07052904292673952,0.12519531117934912,0.0,0.1770529070153555,0.0,1.0,1.0
Atg101,-0.011326883512857235,0.11873665020387397,0.0,0.1679189810690687,0.0,1.0,1.0
Atg13,0.05762359709614978,0.09356537332380505,0.0,0.13232141992302687,0.0,1.0,1.0
Atg14,0.027633097511674372,0.1607511330823963,0.0,0.22733643257196717,0.0,1.0,1.0
Atg16l1,0.05556398174571236,0.13749537327587386,0.0,0.19444782165029204,0.0,1.0,1.0
Atg3,-0.09455969587556523,0.13043230388062843,0.0,0.1844591331195536,0.0,1.0,1.0
Atg5,-0.13000038971885475,0.1211430852880309,0.0,0.17132219420205386,0.0,1.0,1.0
Atg7,0.06266060722895815,0.1717382486459132,0.0,0.24287456041325328,0.0,1.0,1.0
Atg9a,0.04172416319719294,0.11064959664894514,0.0,0.15648216025205078,0.0,1.0,1.0
Atl1,-0.05923049023510706,0.10287731239593816,0.0,0.14549049045082948,0.0,1.0,1.0
Atm,-0.007873705469812699,0.2074037918284951,0.0,0.2933132552914639,0.0,1.0,1.0
Atn1,0.04323608929531822,0.10090321249307438,0.0,0.1426986915947201,0.0,1.0,1.0
Atoh1,-0.9539182051565599,4.427946903845501,0.0,6.2620625648862625,0.0,1.0,1.0
Atoh7,-0.23906989538207404,0.58359910271059,0.0,0.8253337660420853,0.0,1.0,1.0
Atp1b2,-0.04379352909760561,0.06993607193662786,0.0,0.09890454143187953,0.0,1.0,1.0
Atp2a2,0.0892204500225547,0.07725090955488408,0.0,0.10924928399817438,0.0,1.0,1.0
Atp2a3,0.22056419595079144,0.5369794971002643,0.0,0.7594036875154778,0.0,1.0,1.0
Atp2b2,-0.013626592854279479,0.08424403521495905,0.0,0.1191390571500317,0.0,1.0,1.0
Atp2b3,0.008595168924443801,0.1325466031753856,0.0,0.18744920385711508,0.0,1.0,1.0
Atp2b4,0.08917809571998782,0.14061362378323816,0.0,0.1988576938086834,0.0,1.0,1.0
Atp4a,-0.2990560635970993,0.3830600219025646,0.0,0.5417286781775417,0.0,1.0,1.0
Atp5f1,-0.04418921701720089,0.07335050012787926,0.0,0.1037332720876963,0.0,1.0,1.0
Atp5o,-0.004463134025154045,0.07391319660909976,0.0,0.10452904508293794,0.0,1.0,1.0
Atp6ap2,-0.013990516551351424,0.08885254536966578,0.0,0.12565647471315208,0.0,1.0,1.0
Atp6v0a1,-0.0011089464259621585,0.08269961349553206,0.0,0.11695491500839449,0.0,1.0,1.0
Atp6v0d2,0.9696559469615652,4.4278623964229755,0.0,6.261943053343206,0.0,1.0,1.0
Atp6v1a,0.02000755949450678,0.07947770579809585,0.0,0.11239844944596591,0.0,1.0,1.0
Atp6v1b2,0.03365253447601922,0.07446624977299747,0.0,0.10531118036803543,0.0,1.0,1.0
Atp7a,0.18753879729010361,0.17483877722639143,0.0,0.247259369982291,0.0,1.0,1.0
Atp7b,-0.08418101660638708,0.1971771113070897,0.0,0.2788505450000356,0.0,1.0,1.0
Atr,-0.08384272976164682,0.22204661171861903,0.0,0.31402132977146363,0.0,1.0,1.0
Atraid,0.09907160773193295,0.11119826066456467,0.0,0.15725808834412602,0.0,1.0,1.0
Atrx,0.08664336064295647,0.11434778558739049,0.0,0.16171218920501837,0.0,1.0,1.0
Atxn1,0.009166283305414668,0.13402093791563122,0.0,0.18953422804224823,0.0,1.0,1.0
Atxn10,-0.051006524875716906,0.08173707690556542,0.0,0.1155936827085833,0.0,1.0,1.0
Atxn3,-0.09445967588285911,0.15851982866878123,0.0,0.22418089160844978,0.0,1.0,1.0
Aurka,0.26508969120350906,0.4327443525887495,0.0,0.6119929324713741,0.0,1.0,1.0
Aurkb,0.16879866629256163,0.3813902963973595,0.0,0.5393673297226403,0.0,1.0,1.0
Avil,0.33266500689333206,1.3997560623421936,0.0,1.9795540073782898,0.0,1.0,1.0
Avpr1b,1.0245368944225186,2.737291360264692,0.0,3.8711145658530257,0.0,1.0,1.0
Avpr2,0.9696559469615652,4.4278623964229755,0.0,6.261943053343206,0.0,1.0,1.0
Axin1,-0.2646824535207886,0.2834501232532187,0.0,0.4008590085610273,0.0,1.0,1.0
Axin2,-0.05862445607571519,0.12034446279632058,0.0,0.17019277144306091,0.0,1.0,1.0
Axl,-0.04353709637920906,0.16655450666132954,0.0,0.23554364219481222,0.0,1.0,1.0
Azi2,0.025174491577647583,0.13105063917521523,0.0,0.18533359127925222,0.0,1.0,1.0
Azin2,0.04686743995203398,0.6941626481688802,0.0,0.9816942315332535,0.0,1.0,1.0
B2m,-0.08313827130188443,0.08948705481566624,0.0,0.1265538065771398,0.0,1.0,1.0
B3glct,0.09143519677259629,0.18987280220127514,0.0,0.26852069199882733,0.0,1.0,1.0
B3gnt2,-0.1493740079425979,0.18887403938365954,0.0,0.2671082280765614,0.0,1.0,1.0
B3gnt6,0.8101271717487787,1.3961532395273608,0.0,1.974458846490726,0.0,1.0,1.0
B4galnt1,0.05753371626201023,0.10747474437955806,0.0,0.15199224111415258,0.0,1.0,1.0
B4galnt2,-0.9539182051565599,4.427946903845501,0.0,6.2620625648862625,0.0,1.0,1.0
B9d2,0.4432442008457665,0.3342404295293036,0.0,0.4726873485337499,0.0,1.0,1.0
Babam2,-0.0979922494168402,0.13744867282315504,0.0,0.1943817772366881,0.0,1.0,1.0
Bace1,0.17882089216267985,0.14022423699116407,0.0,0.19830701772632325,0.0,1.0,1.0
Bace2,-0.29588171003757857,0.6554910775450087,0.0,0.9270043718787054,0.0,1.0,1.0
Bach1,0.06377939826618874,0.16182971677613603,0.0,0.22886178025980836,0.0,1.0,1.0
Bach2,-0.15249644626642764,0.16036321661285058,0.0,0.22678783583966772,0.0,1.0,1.0
Bad,-0.030964541656481586,0.15676421466679383,0.0,0.2216980784765471,0.0,1.0,1.0
Bag2,0.09303146805728385,0.31600102508078126,0.0,0.4468929353930414,0.0,1.0,1.0
Baiap2,-0.022061755772430122,0.10308982239605005,0.0,0.14579102497512764,0.0,1.0,1.0
Bak1,0.09086771981723898,0.2096933421252363,0.0,0.2965511683728506,0.0,1.0,1.0
Banp,0.23230193333814703,0.16598662398875258,0.0,0.23474053481741722,0.0,1.0,1.0
Bap1,0.11282527498811885,0.13246234435110044,0.0,0.18733004388506136,0.0,1.0,1.0
Bard1,0.6000412522749587,0.4033772509634539,0.0,0.5704615790652922,0.0,1.0,1.0
Barhl1,-3.617979620874665,2.6100986947446065,0.0,3.6912369732401356,0.0,1.0,1.0
Barhl2,0.12414394668171651,0.4592012597165271,0.0,0.6494086493499226,0.0,1.0,1.0
Barx1,1.5962898319944587,4.214277946543864,0.0,5.959889027612169,0.0,1.0,1.0
Batf,-0.29560137576214146,1.4532938902652857,0.0,2.0552679297271235,0.0,1.0,1.0
Batf3,0.6706632851665651,0.7038925051645163,0.0,0.9954543272564328,0.0,1.0,1.0
Bax,0.06286242914874429,0.13724459016480675,0.0,0.1940931607734068,0.0,1.0,1.0
Baz1a,-0.12344574455271128,0.5127797423425506,0.0,0.7251800661310164,0.0,1.0,1.0
Baz1b,0.029711065200617583,0.10317916089138413,0.0,0.14591736868687108,0.0,1.0,1.0
Bbc3,-0.09976895987364193,0.6833143890774691,0.0,0.9663524763980427,0.0,1.0,1.0
Bbox1,-0.1826854154665071,0.47381514382268686,0.0,0.6700758024518023,0.0,1.0,1.0
Bbs1,0.20480164137311774,0.16944426644788488,0.0,0.2396303796769592,0.0,1.0,1.0
Bbs2,0.09306362709489716,0.17278649084561043,0.0,0.24435699874871689,0.0,1.0,1.0
Bbs4,0.10165931745992532,0.13901703033098559,0.0,0.19659976969491172,0.0,1.0,1.0
Bbs5,0.2017563939587446,0.2466942407318716,0.0,0.34887834100234605,0.0,1.0,1.0
Bbs7,0.16132143661440132,0.15183791880186118,0.0,0.21473124405209684,0.0,1.0,1.0
Bbs9,0.037751700726833426,0.13245681103333498,0.0,0.18732221859203255,0.0,1.0,1.0
Bcam,0.04743745098120666,0.20567717175578232,0.0,0.29087144576756785,0.0,1.0,1.0
Bcar1,0.040339364728753414,0.17668251436292035,0.0,0.24986680804622113,0.0,1.0,1.0
Bcl10,0.03698426578329026,0.15109321693272762,0.0,0.21367807656884358,0.0,1.0,1.0
Bcl11a,-0.15170651533948853,0.2040504298998465,0.0,0.2885708853724234,0.0,1.0,1.0
Bcl11b,-0.0866199819456355,0.19497321898548392,0.0,0.27573377058881077,0.0,1.0,1.0
Bcl2,-0.25235388929970276,0.22179620118896914,0.0,0.31366719580427177,0.0,1.0,1.0
Bcl2a1a,0.6690654735497047,0.6718725047403847,0.0,0.9501712083894337,0.0,1.0,1.0
Bcl2l1,0.12302649731222995,0.12742332749748633,0.0,0.1802037979096537,0.0,1.0,1.0
Bcl2l11,-0.1966199085223928,0.3319513058253233,0.0,0.4694500387456312,0.0,1.0,1.0
Bcl2l12,-0.12211490972178617,0.5841173097088271,0.0,0.8260666214071088,0.0,1.0,1.0
Bcl2l2,-0.01837667237203684,0.12317803789814809,0.0,0.17420005178206813,0.0,1.0,1.0
Bcl3,-1.5629059576008273,2.045127224267805,0.0,2.8922466573379726,0.0,1.0,1.0
Bcl6,0.3528388584116902,0.12466213307906014,0.0,0.17629887931476648,0.0,1.0,1.0
Bcl7a,-0.11188684434517146,0.13109520911373945,0.0,0.18539662269078733,0.0,1.0,1.0
Bcl7b,-0.018430791555189393,0.10521173727626695,0.0,0.14879186577693165,0.0,1.0,1.0
Bcl7c,-0.046185305220298206,0.1396533163495147,0.0,0.19749961401186397,0.0,1.0,1.0
Bclaf1,0.023058250133333055,0.11305181421157302,0.0,0.15987940890889,0.0,1.0,1.0
Bco1,2.6289250034699356,3.280198426773806,0.0,4.638901102418406,0.0,1.0,1.0
Bcor,0.008778790498500581,0.17477132590485084,0.0,0.2471639794085683,0.0,1.0,1.0
Bcr,-0.09884446634600913,0.11569056232665599,0.0,0.16361116228092676,0.0,1.0,1.0
Bdh1,0.006395146158472795,0.13643456429968367,0.0,0.19294761120907675,0.0,1.0,1.0
Bdkrb1,-3.461769720874797,2.592335666627044,0.0,3.666116257967464,0.0,1.0,1.0
Bdkrb2,-0.27695433892619303,0.667174462952721,0.0,0.943527173976724,0.0,1.0,1.0
Bdnf,0.08395959506459767,0.2300644263942237,0.0,0.3253602320262978,0.0,1.0,1.0
Becn1,-0.028991208283094462,0.11681972525378045,0.0,0.16520803980659507,0.0,1.0,1.0
Bex3,0.05423954925174702,0.09648328249086996,0.0,0.13644796664086287,0.0,1.0,1.0
Bfsp1,0.06605312835035843,0.6932512078491954,0.0,0.9804052602718615,0.0,1.0,1.0
Bglap,0.6233403502022604,1.161880910529782,0.0,1.6431477415336184,0.0,1.0,1.0
Bglap2,-0.4966859094325155,1.1988959461308417,0.0,1.69549490689236,0.0,1.0,1.0
Bhlha15,0.8710893031349423,0.9494555198253797,0.0,1.342732873007049,0.0,1.0,1.0
Bhlhe22,-0.40853156205565433,0.5019589663366657,0.0,0.7098771779480926,0.0,1.0,1.0
Bhlhe40,0.32057078994696026,0.15063729602445686,0.0,0.2130333070369976,0.0,1.0,1.0
Bhmt,-0.7341035076803137,1.2952479984377292,0.0,1.831757286027242,0.0,1.0,1.0
Bicd2,-0.0356376442101559,0.11586780007446441,0.0,0.16386181430764188,0.0,1.0,1.0
Bid,0.19969206641649842,0.2769882193074781,0.0,0.3917204963622087,0.0,1.0,1.0
Bin1,0.10524539188721128,0.0862212113440119,0.0,0.12193520644693857,0.0,1.0,1.0
Birc2,-0.017310557507126033,0.18933733376587752,0.0,0.2677634252752653,0.0,1.0,1.0
Birc3,-1.0345561384310826,0.6086359260627521,0.0,0.8607411811854523,0.0,1.0,1.0
Birc5,0.20667618217002862,0.31068392299270864,0.0,0.4393734175075668,0.0,1.0,1.0
Blk,-0.9539182051565599,4.427946903845501,0.0,6.2620625648862625,0.0,1.0,1.0
Blmh,0.05032596076986173,0.11559186246776908,0.0,0.16347157960188458,0.0,1.0,1.0
Blnk,-0.3512290216444065,0.3467084020419644,0.0,0.4903197243564497,0.0,1.0,1.0
Bloc1s5,0.03237759130404116,0.247582308724105,0.0,0.35013425880127197,0.0,1.0,1.0
Bloc1s6,-0.044675708408190705,0.32975789739037026,0.0,0.46634809078909706,0.0,1.0,1.0
Bmf,-0.7705162355539154,0.46791320368823575,0.0,0.6617291986693475,0.0,1.0,1.0
Bmi1,-0.04292272674120889,0.10654375267931178,0.0,0.1506756200252075,0.0,1.0,1.0
Bmp1,0.126963900176251,0.0947666972685146,0.0,0.1340203485384387,0.0,1.0,1.0
Bmp10,-0.8363014542927273,2.815607468266432,0.0,3.981870267941362,0.0,1.0,1.0
Bmp15,-0.9126602085715063,2.0859706552844095,0.0,2.950007991415504,0.0,1.0,1.0
Bmp2,-0.0937362612042417,0.3771874834606659,0.0,0.5334236546674511,0.0,1.0,1.0
Bmp3,0.0181687223443781,0.5058330778896591,0.0,0.7153559990484821,0.0,1.0,1.0
Bmp4,0.09166438355002854,0.23399182367456972,0.0,0.3309144105249904,0.0,1.0,1.0
Bmp5,-0.11790564133877916,1.0086714019944019,0.0,1.4264767766783673,0.0,1.0,1.0
Bmp6,-0.6754875248665195,0.525329185655463,0.0,0.7429276590643694,0.0,1.0,1.0
Bmp7,-0.01238150743943595,0.12029459840213677,0.0,0.17012225254052668,0.0,1.0,1.0
Bmp8b,-1.2471992566144012,1.5082093435197712,0.0,2.1329301085034826,0.0,1.0,1.0
Bmpr1a,0.00609229764995739,0.24242515286498406,0.0,0.3428409390420312,0.0,1.0,1.0
Bmpr1b,-0.18899683333376407,0.2223371487411462,0.0,0.3144322111690931,0.0,1.0,1.0
Bmpr2,-0.008864213517359812,0.08914165358665745,0.0,0.1260653354746152,0.0,1.0,1.0
Bnc1,0.007872810155501724,3.490932620607308,0.0,4.936924257393506,0.0,1.0,1.0
Bnc2,-0.8586217126120983,0.48915663462394693,0.0,0.6917719468099665,0.0,1.0,1.0
Bnip3,0.09080185623544502,0.12552444944749394,0.0,0.1775183788180619,0.0,1.0,1.0
Boc,-0.03485074009822134,0.32674572384903366,0.0,0.46208823411471744,0.0,1.0,1.0
Borcs8,-0.34161945117390885,0.29490652004315604,0.0,0.41706080027728426,0.0,1.0,1.0
Bpifb1,-1.0528745883090627,1.915772972305758,0.0,2.7093121198626187,0.0,1.0,1.0
Braf,-0.03078654604866868,0.1306719416682194,0.0,0.18479803212882187,0.0,1.0,1.0
Brca1,0.13898435943655038,0.32631749565007306,0.0,0.4614826279879568,0.0,1.0,1.0
Brca2,-0.07149554816757299,0.3370382672630597,0.0,0.4766440886021469,0.0,1.0,1.0
Brcc3,-0.06132186030504968,0.19499059535969737,0.0,0.27575834449288833,0.0,1.0,1.0
Brd2,-0.035144539196634114,0.10415253629646413,0.0,0.14729392938601563,0.0,1.0,1.0
Brd4,-0.025867665457741093,0.09722680789049895,0.0,0.13749947034498705,0.0,1.0,1.0
Brd7,-0.04269560042219897,0.11535109764657743,0.0,0.163131086726413,0.0,1.0,1.0
Brd8,-0.05694635780077849,0.11013499216021783,0.0,0.15575439960483453,0.0,1.0,1.0
Brip1,-0.032866536569221456,0.46397277426250094,0.0,0.6561565899338994,0.0,1.0,1.0
Brpf1,0.010438970640064223,0.153700638068381,0.0,0.21736552690170283,0.0,1.0,1.0
Brpf3,0.03278000890369592,0.2053934942193465,0.0,0.2904702651481997,0.0,1.0,1.0
Brs3,-0.5908694401556734,2.1519137499196175,0.0,3.0432656101934676,0.0,1.0,1.0
Brsk2,0.018304374282735104,0.08647581501527266,0.0,0.12229527041186553,0.0,1.0,1.0
Brwd3,0.07087101521012476,0.16794690964725476,0.0,0.23751279738179648,0.0,1.0,1.0
Bsn,-0.018320848777759597,0.1195605306594551,0.0,0.16908412398312564,0.0,1.0,1.0
Bsnd,1.3846017106575867,2.5872358803773925,0.0,3.6589040710880028,0.0,1.0,1.0
Bsx,1.7207483071750953,1.9632945557265291,0.0,2.7765177876417177,0.0,1.0,1.0
Btbd2,0.06685877234399164,0.1740887136885197,0.0,0.2461986199543912,0.0,1.0,1.0
Btbd9,0.07050476715276241,0.1573312575320083,0.0,0.2224999981869803,0.0,1.0,1.0
Btc,0.7234976297722024,0.9930432630217585,0.0,1.4043752505886036,0.0,1.0,1.0
Btk,-0.8149667602250968,1.2477876850477785,0.0,1.7646382671566965,0.0,1.0,1.0
Btla,1.507901269322509,1.9073321288810956,0.0,2.6973749646135934,0.0,1.0,1.0
Btrc,0.02451919499251497,0.10518176082012926,0.0,0.14874947266610983,0.0,1.0,1.0
Bub1,-0.03571237984453879,0.4153642163542843,0.0,0.5874137080927013,0.0,1.0,1.0
Bub1b,-0.4339147017353676,0.42619598200661507,0.0,0.6027321379826747,0.0,1.0,1.0
C030029H02Rik,-0.47351291886890473,0.6390772015204763,0.0,0.9037916457937012,0.0,1.0,1.0
C1ql1,-0.058809558401387324,0.06883627918539598,0.0,0.09734919960728777,0.0,1.0,1.0
C1qtnf12,0.06090108330869092,0.29159455656001587,0.0,0.412376976601343,0.0,1.0,1.0
C1qtnf5,-0.2270732982390751,0.1974133312893803,0.0,0.2791846105026945,0.0,1.0,1.0
C2,0.4914780966521442,0.630717300169346,0.0,0.8919689599228315,0.0,1.0,1.0
C2cd6,2.33830085310679,3.2843178933742854,0.0,4.644726907954547,0.0,1.0,1.0
C3,-0.575947795152702,0.9082387584706361,0.0,1.2844435701020753,0.0,1.0,1.0
C3ar1,-0.3616636977086062,0.7434353361887188,0.0,1.0513763351854877,0.0,1.0,1.0
C4b,0.4081464171137255,0.2579290787636495,0.0,0.36476680131795136,0.0,1.0,1.0
C4bp,-1.9005859907744602,3.843408151425587,0.0,5.435399933481372,0.0,1.0,1.0
C5ar1,2.4618686492017763,3.0410957048751004,0.0,4.300758790308934,0.0,1.0,1.0
C5ar2,0.9980473366853646,1.9409594961457097,0.0,2.744931243466112,0.0,1.0,1.0
C7,0.007872714687639584,3.5286305493179864,0.0,4.990237179449521,0.0,1.0,1.0
Cab39l,-0.08756081416464218,0.15207156371808864,0.0,0.21506166786140524,0.0,1.0,1.0
Cabp1,0.016811348311696193,0.08955642385981383,0.0,0.12665190922018216,0.0,1.0,1.0
Cacna1a,-0.08717854810322483,0.11086551715377013,0.0,0.15678751795836873,0.0,1.0,1.0
Cacna1b,0.2010982169482746,0.12465891303851377,0.0,0.17629432548975443,0.0,1.0,1.0
Cacna1c,-0.0011736114537557593,0.12649580033678742,0.0,0.1788920764195239,0.0,1.0,1.0
Cacna1d,0.02921774915462017,0.11499363546764155,0.0,0.16262555886492644,0.0,1.0,1.0
Cacna1g,0.009584924100390241,0.15577236952422258,0.0,0.22029539762414896,0.0,1.0,1.0
Cacna1h,0.040739004572186495,0.20951105624259264,0.0,0.29629337720538684,0.0,1.0,1.0
Cacna1s,-0.1045680139197065,0.8971788333921535,0.0,1.268802474057255,0.0,1.0,1.0
Cacna2d1,0.11570805941988914,0.13841054299329864,0.0,0.1957420670765473,0.0,1.0,1.0
Cacna2d2,-0.0035474080558677234,0.16220782648850096,0.0,0.22939650814309984,0.0,1.0,1.0
Cacnb1,0.14483682881810292,0.11839809554095525,0.0,0.16744019247316438,0.0,1.0,1.0
Cacng1,-1.3808672062379836,1.2043671073759512,0.0,1.703232297327124,0.0,1.0,1.0
Cacng2,0.19194298356077352,0.1725041501382731,0.0,0.24395770869119043,0.0,1.0,1.0
Cacng3,-0.009658113458159038,0.18648001147990512,0.0,0.2637225613463723,0.0,1.0,1.0
Cadm1,-0.002297917680226328,0.09029965091178793,0.0,0.12770299099700652,0.0,1.0,1.0
Cadm3,-0.03441432451123028,0.12134666594147814,0.0,0.1716101007231957,0.0,1.0,1.0
Cadps2,0.11714912454957965,0.1295412859393725,0.0,0.1831990434627117,0.0,1.0,1.0
Calb1,-0.0943946379214018,0.1244122575456614,0.0,0.17594550194652878,0.0,1.0,1.0
Calb2,-0.18048690095302158,0.10489738282143556,0.0,0.14834730144351668,0.0,1.0,1.0
Calcr,1.395700773951851,1.5088209245852902,0.0,2.1337950147408304,0.0,1.0,1.0
Calcrl,-0.11364637833024084,0.11590128668095398,0.0,0.16390917152069728,0.0,1.0,1.0
Calu,-0.024830394894164717,0.1027654182655189,0.0,0.14533224825404062,0.0,1.0,1.0
Camk1d,-0.0027883847764001656,0.13874937013224922,0.0,0.19622124101175129,0.0,1.0,1.0
Camk2a,-0.011276012187205893,0.23496089855014848,0.0,0.33228488935698886,0.0,1.0,1.0
Camk2b,-0.012612899117406763,0.07964322275368386,0.0,0.1126325257693612,0.0,1.0,1.0
Camk2d,0.006134101269457228,0.12420082480024162,0.0,0.17564649089042636,0.0,1.0,1.0
Camk2g,0.019450140583857935,0.09998637664790586,0.0,0.14140208990801298,0.0,1.0,1.0
Camk4,-0.18191109489158871,0.12216118028670042,0.0,0.17276199795695651,0.0,1.0,1.0
Camkv,0.017859460980041524,0.10992370380878674,0.0,0.15545559275266926,0.0,1.0,1.0
Camsap1,0.10457961371933884,0.11397731655028097,0.0,0.1611882668682988,0.0,1.0,1.0
Camsap2,0.04795714045318094,0.09442305395746285,0.0,0.1335343635073305,0.0,1.0,1.0
Camsap3,-0.08764031476957494,0.1266583510373936,0.0,0.1791219578248944,0.0,1.0,1.0
Camta2,-0.02842289568116967,0.14106963421586446,0.0,0.19950258994708714,0.0,1.0,1.0
Canx,-0.05010285177900047,0.08138060052228964,0.0,0.11508954897268898,0.0,1.0,1.0
Cap2,0.051945095081197885,0.09295808706613595,0.0,0.13146258746118847,0.0,1.0,1.0
Capn1,-0.11949324830437291,0.4652392654651593,0.0,0.657947678969325,0.0,1.0,1.0
Capn10,0.08095220695334844,0.13758524004917033,0.0,0.1945749124598946,0.0,1.0,1.0
Capn2,-0.016010716076073843,0.09446327041004751,0.0,0.13359123816000626,0.0,1.0,1.0
Caprin1,-0.08695001106957767,0.08237277633758407,0.0,0.11649269746693695,0.0,1.0,1.0
Car2,-0.01819663419748775,0.11853608723945733,0.0,0.16763534220468093,0.0,1.0,1.0
Car4,-0.21334399898748652,0.19025813366794586,0.0,0.26906563298500225,0.0,1.0,1.0
Car7,-0.0741265990027184,0.5209692512398136,0.0,0.7367617806827008,0.0,1.0,1.0
